|Theme|Sub-theme|Candidate|Proposition|Priority|Keywords|Data_origin|Data_source|Created_at|Updated_at
583| Emplois & Economie|    Industrie & relocalisation    | Anne Hidalgo|Créer un livret de développement industriel par l’écologie afin de flécher l’épargne des Français vers les projets industriels créateurs d’emplois et décarbonant notre économie.|0||Programme|IFRAP|2022-03-14|2022-03-14
584| Emplois & Economie|    Industrie & relocalisation    | Anne Hidalgo|"""Lancer quatre grandes odyssées industrielles de demain autour de l’économie de la vie : [...] Les régions seront les moteurs de ces odyssées, car je considère que les présidents de région sont aujourd’hui les véritables ministres de l’Industrie du pays."""|0||Programme|IFRAP|2022-03-14|2022-03-14
585| Emplois & Economie|    Industrie & relocalisation    | Yannick Jadot|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
586| Emplois & Economie|    Industrie & relocalisation    | Jean Lassalle |Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
587| Emplois & Economie|    Industrie & relocalisation    | Marine Le Pen|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
588| Emplois & Economie|    Industrie & relocalisation    | Emmanuel Macron|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
589| Emplois & Economie|    Industrie & relocalisation    | Jean-Luc Mélenchon|Relocaliser d’urgence les productions essentielles à la vie de notre pays : adopter des mesures anti-dumping d’urgence sur les industries stratégiques, augmenter immédiatement les droits de douane pour les pays aux droits sociaux limités.|0||Programme|IFRAP|2022-03-14|2022-03-14
590| Emplois & Economie|    Industrie & relocalisation    | Jean-Luc Mélenchon|Créer une Agence pour les relocalisations dépendant du Conseil à la planification écologique, chargée de recenser les secteurs industriels indispensables à la souveraineté nationale et à la bifurcation écologique, et établir un plan de relocalisation pour chaque filière ou production stratégique identifiée.|0||Programme|IFRAP|2022-03-14|2022-03-14
591| Emplois & Economie|    Industrie & relocalisation    | Jean-Luc Mélenchon|Favoriser l'installation d'entreprises, d'artisans, de commerçants par la mise en place d'aides spécifiques.|0||Programme|IFRAP|2022-03-14|2022-03-14
592| Emplois & Economie|    Industrie & relocalisation    | Jean-Luc Mélenchon|Gérer les risques industriels avec la création d'une autorité de sûreté indépendante des risques industriels, augmenter le nombre d'inspecteurs des Installations classées pour la protection de l'environnement (ICPE) et augmenter le seuil de l'amende maximale pour les ICPE à 500 000 euros.|0||Programme|IFRAP|2022-03-14|2022-03-14
593| Emplois & Economie|    Industrie & relocalisation    | Jean-Luc Mélenchon|Réviser le Code des marchés publics pour favoriser les entreprises sociales et solidaires, écologiques et locales.|0||Programme|IFRAP|2022-03-14|2022-03-14
594| Emplois & Economie|    Industrie & relocalisation    | Jean-Luc Mélenchon|Instaurer une taxe kilométrique aux frontières de la France pour dissuader les délocalisations et l'importation de produits trop éloignés.|0||Programme|IFRAP|2022-03-14|2022-03-14
595| Emplois & Economie|    Industrie & relocalisation    | Jean-Luc Mélenchon|Exgier un dépôt de garantie préalable aurpès de la Banque de France en contrepartie d'un investissement étranger dans le pays.|0||Programme|IFRAP|2022-03-14|2022-03-14
596| Emplois & Economie|    Industrie & relocalisation    | Jean-Luc Mélenchon|Etablir des critères de localisation de l'activité pour la commande publique nationale et locale et pour l'accord des aides aux entreprises. |0||Programme|IFRAP|2022-03-14|2022-03-14
597| Emplois & Economie|    Industrie & relocalisation    | Jean-Luc Mélenchon|Rendre effectives les peines de réquisition d'intérêt général pour toute délocalisation ou fermeture d'activité.|0||Programme|IFRAP|2022-03-14|2022-03-14
598| Emplois & Economie|    Industrie & relocalisation    | Philippe  Poutou |Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
599| Emplois & Economie|    Industrie & relocalisation    | Valérie Pécresse|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
600| Emplois & Economie|    Industrie & relocalisation    | Fabien Roussel|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
601| Emplois & Economie|    Industrie & relocalisation    | Eric Zemmour |Revaloriser la production française en augmentant les taxes sur les importations extra-européennes.|0||Programme|IFRAP|2022-03-14|2022-03-14
602| Emplois & Economie|    Industrie & relocalisation    | Eric Zemmour |Créer des zones franches industrielles dans les régions durement touchées par la désindustrialisation.|0||Programme|IFRAP|2022-03-14|2022-03-14
603| Emplois & Economie|    Industrie & relocalisation    | Eric Zemmour |Protéger nos entreprises en élargissant le contrôle des investissements étrangers à tous les secteurs.|0||Programme|IFRAP|2022-03-14|2022-03-14
604| Emplois & Economie|    Industrie & relocalisation    | Eric Zemmour |Créer un grand fonds souverain alimenté par les fonds du livret A pour investir dans nos entreprises.|0||Programme|IFRAP|2022-03-14|2022-03-14
605| Emplois & Economie|    Multinationales & entreprises    | Nathalie Arthaud |Publier l'utilisation des profits et la fortune des actionnaires.|0||Programme|IFRAP|2022-03-14|2022-03-14
606| Emplois & Economie|    Multinationales & entreprises    | Nathalie Arthaud |Les travailleurs doivent prendre le contrôle des entreprises pour garantir qu'elles servent la société et qu'elles n'enrichissent pas une minorité.|0||Programme|IFRAP|2022-03-14|2022-03-14
607| Emplois & Economie|    Multinationales & entreprises    | Nathalie Arthaud |Lever le secret commercial, le secret bancaire et le secret des affaires.|0||Programme|IFRAP|2022-03-14|2022-03-14
608| Emplois & Economie|    Multinationales & entreprises    | Nicolas  Dupont-Aignan|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
609| Emplois & Economie|    Multinationales & entreprises    | Anne Hidalgo|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
610| Emplois & Economie|    Multinationales & entreprises    | Yannick Jadot|"Mise en place une gouvernance des grandes entreprises avec conseil de surveillance et directoire, similaire à celle qui existe en Allemagne. ""Dans les entreprises de plus de 500 salarié-e-s, un tiers des membres du Conseil de surveillance sont des représentant-e-s des salariés. Cette proportion est portée à la moitié dans les entreprises de plus de 2 000 salarié-e-s. Le Comité social et économique et les Commissions Santé, Sécurité Conditions de Travail voient leur pouvoir de contrôle renforcé sur les décisions managériales dans les domaines concernant le plus directement les conditions d’emploi et de santé des salarié-e-s""."|0||Programme|IFRAP|2022-03-14|2022-03-14
611| Emplois & Economie|    Multinationales & entreprises    | Jean Lassalle |Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
612| Emplois & Economie|    Multinationales & entreprises    | Marine Le Pen|Donner la priorité aux PME pour les marchés publics.|0||Programme|IFRAP|2022-03-14|2022-03-14
613| Emplois & Economie|    Multinationales & entreprises    | Marine Le Pen|Conditionner les subventions à la création d’emplois au titre d’une politique d’aménagement du territoire.|0||Programme|IFRAP|2022-03-14|2022-03-14
614| Emplois & Economie|    Multinationales & entreprises    | Emmanuel Macron|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
615| Emplois & Economie|    Multinationales & entreprises    | Jean-Luc Mélenchon|Accorder de nouveaux droits de contrôle aux comités d’entreprise sur les finances de leur entreprise.|0||Programme|IFRAP|2022-03-14|2022-03-14
616| Emplois & Economie|    Multinationales & entreprises    | Jean-Luc Mélenchon|Instaurer le droit pour les salariés à un vote de défiance à l’égard des dirigeants d’entreprises ou des projets stratégiques.|0||Programme|IFRAP|2022-03-14|2022-03-14
617| Emplois & Economie|    Multinationales & entreprises    | Jean-Luc Mélenchon|Renforcer le pouvoir d’intervention des salariés contre les licenciements économiques par un droit de veto suspensif des comités d’entreprise.|0||Programme|IFRAP|2022-03-14|2022-03-14
618| Emplois & Economie|    Multinationales & entreprises    | Jean-Luc Mélenchon|Reconnaître un droit de préemption aux salariés pour former une coopérative en cas de fermeture ou de vente de leur entreprise. Et rendre effectif le droit de réquisition des entreprises d’intérêt général par l’État.|0||Programme|IFRAP|2022-03-14|2022-03-14
619| Emplois & Economie|    Multinationales & entreprises    | Jean-Luc Mélenchon|Créer une mission parlementaire spéciale dressant le bilan de toutes les faveurs fiscales et les privatisations (abandons de fleurons comme Alstom, Alcatel, EADS…) depuis trois décennies, permettre la mise en examen et la détention préventive des suspects.|0||Programme|IFRAP|2022-03-14|2022-03-14
620| Emplois & Economie|    Multinationales & entreprises    | Jean-Luc Mélenchon|Pénaliser le versement de dividendes et interdire aux entreprises de distribuer un montant de dividendes supérieur à leur bénéfice.|0||Programme|IFRAP|2022-03-14|2022-03-14
621| Emplois & Economie|    Multinationales & entreprises    | Jean-Luc Mélenchon|Mettre fin à la cotation continue des entreprises en bourse et moduler les droits de vote des actionnaires selon la durée d’engagement dans l’entreprise.|0||Programme|IFRAP|2022-03-14|2022-03-14
622| Emplois & Economie|    Multinationales & entreprises    | Jean-Luc Mélenchon|Socialiser des banques généralistes, en vue de financer les petites entreprises sur critères sociaux et écologiques.|0||Programme|IFRAP|2022-03-14|2022-03-14
623| Emplois & Economie|    Multinationales & entreprises    | Jean-Luc Mélenchon|Augmenter les sanctions financières et pénales contre les entreprises qui ne respectent pas l’égalité salariale femmes-hommes.|0||Programme|IFRAP|2022-03-14|2022-03-14
624| Emplois & Economie|    Multinationales & entreprises    | Philippe  Poutou |Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
625| Emplois & Economie|    Multinationales & entreprises    | Valérie Pécresse|Réconciliation du travail et du capital, d’ici à 5 ans, toutes les sociétés cotées devront atteindre le seuil de 10 % de leur capital détenu par leurs salariés.|0||Programme|IFRAP|2022-03-14|2022-03-14
626| Emplois & Economie|    Multinationales & entreprises    | Fabien Roussel|Les aides publiques aux entreprises seront contrôlées et les aides non contrôlées comme le CICE transformé en exonérations, les niches fiscales et le CIR seront supprimées.|0||Programme|IFRAP|2022-03-14|2022-03-14
627| Emplois & Economie|    Multinationales & entreprises    | Eric Zemmour |"""Pour le pouvoir d'achat, je propose aussi l'extension de la participation et sa simplification. Je veux abaisser le seuil à 11 salariés pour permettre aux salariés des petites entreprises d'en bénéficier."""|0||Programme|IFRAP|2022-03-14|2022-03-14
628| Emplois & Economie|    Multinationales & entreprises    | Eric Zemmour |Création d'un fond souverain, adossé au Livret A, pour développer nos entreprises.|0||Programme|IFRAP|2022-03-14|2022-03-14
629| Emplois & Economie|    Relance économique    | Nathalie Arthaud |Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
630| Emplois & Economie|    Relance économique    | Nicolas  Dupont-Aignan|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
631| Emplois & Economie|    Relance économique    | Anne Hidalgo|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
632| Emplois & Economie|    Relance économique    | Yannick Jadot|Conditionner tous les soutiens publics dont bénéficient les entreprises (aides publiques, marchés publics...) au respect de l’environnement, du progrès social et de l’égalité entre les femmes et les hommes.|0||Programme|IFRAP|2022-03-14|2022-03-14
633| Emplois & Economie|    Relance économique    | Yannick Jadot|Des fonds de relocalisation et de réindustrialisation seront créés dans chaque région, abondés par le transfert d’une partie des impôts de production.|0||Programme|IFRAP|2022-03-14|2022-03-14
634| Emplois & Economie|    Relance économique    | Jean Lassalle |Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
635| Emplois & Economie|    Relance économique    | Marine Le Pen|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
636| Emplois & Economie|    Relance économique    | Emmanuel Macron|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
637| Emplois & Economie|    Relance économique    | Jean-Luc Mélenchon|Repousser de deux ans le remboursement des PGE.|0||Programme|IFRAP|2022-03-14|2022-03-14
638| Emplois & Economie|    Relance économique    | Jean-Luc Mélenchon|Conditionner toute aide d'Etat aux grandes entreprises à des objectifs sociaux, écologiques et fiscaux contraignants et exiger le remboursement des aides en cas de non-respect des contreparties.|0||Programme|IFRAP|2022-03-14|2022-03-14
639| Emplois & Economie|    Relance économique    | Jean-Luc Mélenchon|Mettre en place une caisse de défaisance pour reprendre les dettes privées asphyxiantes des TPE/PME contractées pendant la pandémie et les dettes agricoles des convertis au 100% bio.|0||Programme|IFRAP|2022-03-14|2022-03-14
640| Emplois & Economie|    Relance économique    | Philippe  Poutou |Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
641| Emplois & Economie|    Relance économique    | Valérie Pécresse|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
642| Emplois & Economie|    Relance économique    | Fabien Roussel|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
643| Emplois & Economie|    Relance économique    | Eric Zemmour |Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
644| Emplois & Economie|    Salaires, smic & revenu universel    | Nathalie Arthaud |Indexer les salaires sur les prix et les relever de 300 euros minimum. |0||Programme|IFRAP|2022-03-14|2022-03-14
645| Emplois & Economie|    Salaires, smic & revenu universel    | Nathalie Arthaud |Augmenter le smic à 2 000 euros net. |0||Programme|IFRAP|2022-03-14|2022-03-14
646| Emplois & Economie|    Salaires, smic & revenu universel    | Nicolas  Dupont-Aignan|Chiffre clé 20 milliards De baisses de charges pour les indépendants et les salariés en dessous de 3 SMIC|1||Programme|IFRAP|2022-03-14|2022-03-14
647| Emplois & Economie|    Salaires, smic & revenu universel    | Nicolas  Dupont-Aignan|Hausse de salaire de 8% (équivalent d'un 13ème mois) pour tous les salariés jusqu’à 3 SMIC et pour les indépendants par une baisse de charges, financée par la lutte contre les gaspillages et les fraudes. (Coût : 20 milliards d'euros).|0||Programme|IFRAP|2022-03-14|2022-03-14
648| Emplois & Economie|    Salaires, smic & revenu universel    | Anne Hidalgo|Chiffre clé 15% Augmentation du SMIC|1||Programme|IFRAP|2022-03-14|2022-03-14
649| Emplois & Economie|    Salaires, smic & revenu universel    | Anne Hidalgo|Valoriser le travail en permettant aux salaires de remonter.|0||Programme|IFRAP|2022-03-14|2022-03-14
650| Emplois & Economie|    Salaires, smic & revenu universel    | Anne Hidalgo|Augmentation de 15% des salaires invisibles (soignants, caissières, etc.).|0||Programme|IFRAP|2022-03-14|2022-03-14
651| Emplois & Economie|    Salaires, smic & revenu universel    | Anne Hidalgo|Augmenter le SMIC de 15% ce qui correspond à 200 euros net de plus par mois et convocation d'une conférence sur les salaires avec les organisations patronales et syndicales. |0||Programme|IFRAP|2022-03-14|2022-03-14
652| Emplois & Economie|    Salaires, smic & revenu universel    | Anne Hidalgo|"""Afin de limiter à 1 à 20 l’écart maximal dans les entreprises entre la rémunération la plus basse et la plus haute, les rémunérations qui dépassent cette limite ne seront plus déductibles de l’impôt sur les sociétés"". "|0||Programme|IFRAP|2022-03-14|2022-03-14
653| Emplois & Economie|    Salaires, smic & revenu universel    | Yannick Jadot|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
654| Emplois & Economie|    Salaires, smic & revenu universel    | Jean Lassalle |Revaloriser le smic à 1 400 euros net, soit +8%.|0||Programme|IFRAP|2022-03-14|2022-03-14
655| Emplois & Economie|    Salaires, smic & revenu universel    | Jean Lassalle |Revaloriser les salaires des aides à domicile.|0||Programme|IFRAP|2022-03-14|2022-03-14
656| Emplois & Economie|    Salaires, smic & revenu universel    | Marine Le Pen|Permettre aux entreprises une hausse des salaires de 10% (jusqu'à 3 smic) en exonérant cette augmentation de cotisations patronales.|0||Programme|IFRAP|2022-03-14|2022-03-14
657| Emplois & Economie|    Salaires, smic & revenu universel    | Marine Le Pen|Créer un « fonds souverain français » pour augmenter la rémunération de l’épargne des Français et l’orienter vers des secteurs stratégiques et l’innovation.|0||Programme|IFRAP|2022-03-14|2022-03-14
658| Emplois & Economie|    Salaires, smic & revenu universel    | Emmanuel Macron|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
659| Emplois & Economie|    Salaires, smic & revenu universel    | Jean-Luc Mélenchon|Chiffre clé 1 400 euros nets Augmentation du SMIC|1||Programme|IFRAP|2022-03-14|2022-03-14
660| Emplois & Economie|    Salaires, smic & revenu universel    | Jean-Luc Mélenchon|Porter immédiatement le SMIC mensuel à 1400 euros nets.|0||Programme|IFRAP|2022-03-14|2022-03-14
661| Emplois & Economie|    Salaires, smic & revenu universel    | Jean-Luc Mélenchon|Fixer un salaire maximum autorisé pour limiter l’écart de 1 à 20 entre le salaire le plus bas et le salaire le plus haut dans une entreprise.|0||Programme|IFRAP|2022-03-14|2022-03-14
662| Emplois & Economie|    Salaires, smic & revenu universel    | Jean-Luc Mélenchon|Interdire les parachutes dorés et les retraites chapeaux.|0||Programme|IFRAP|2022-03-14|2022-03-14
663| Emplois & Economie|    Salaires, smic & revenu universel    | Jean-Luc Mélenchon|Supprimer les stock-options.|0||Programme|IFRAP|2022-03-14|2022-03-14
664| Emplois & Economie|    Salaires, smic & revenu universel    | Jean-Luc Mélenchon|Créer dans l'entreprise une commission de contrôle salarié sur l'égalité entre les femmes et les hommes.|0||Programme|IFRAP|2022-03-14|2022-03-14
665| Emplois & Economie|    Salaires, smic & revenu universel    | Philippe  Poutou |Salaire minimum de 1 800 euros net.|0||Programme|IFRAP|2022-03-14|2022-03-14
666| Emplois & Economie|    Salaires, smic & revenu universel    | Philippe  Poutou |Plus 400 euros pour tou·te·s.|0||Programme|IFRAP|2022-03-14|2022-03-14
667| Emplois & Economie|    Salaires, smic & revenu universel    | Philippe  Poutou |Quand les prix montent, les revenus doivent augmenter en proportion. |0||Programme|IFRAP|2022-03-14|2022-03-14
668| Emplois & Economie|    Salaires, smic & revenu universel    | Philippe  Poutou |Mise en place d’un pré-salaire d’autonomie pour tou·te·s les jeunes de 18 à 25 ans.|0||Programme|IFRAP|2022-03-14|2022-03-14
669| Emplois & Economie|    Salaires, smic & revenu universel    | Valérie Pécresse|Chiffre clé 7 milliardsDe baisse des charges pour augmenter les salaires de 10% (chiffrage iFRAP)|1||Programme|IFRAP|2022-03-14|2022-03-14
670| Emplois & Economie|    Salaires, smic & revenu universel    | Valérie Pécresse|Augmenter dans les 5 ans les salaires nets inférieurs à 2,2 SMIC de 10%, hors inflation. Le basculement des cotisations vieillesse salariales vers les entreprises représentera déjà une hausse de 8,3% du salaire net. L’Etat compensera les entreprises à hauteur des 2/3 de leurs coûts et négociera le tiers restant avec elles dans le cadre d’une conférence salariale et sociale annuelle.|0||Programme|IFRAP|2022-03-14|2022-03-14
671| Emplois & Economie|    Salaires, smic & revenu universel    | Valérie Pécresse|Organiser une conférence salariale annuelle avec les syndicats et les entreprises.|0||Programme|IFRAP|2022-03-14|2022-03-14
672| Emplois & Economie|    Salaires, smic & revenu universel    | Valérie Pécresse|Refuser le RSA jeune, mais créer un « revenu jeune de 670 euros, mais qui sera destiné uniquement aux jeunes qui se formeront à plein temps, dans les métiers qui recrutent ».|0||Programme|IFRAP|2022-03-14|2022-03-14
673| Emplois & Economie|    Salaires, smic & revenu universel    | Valérie Pécresse|Mieux associer le travail au capital en se fixant comme objectif que 10% du capital des sociétés cotées soit détenu par leurs salariés, sur 5 ans. Les entreprises non-cotées devront aussi suivre le mouvement.|0||Programme|IFRAP|2022-03-14|2022-03-14
674| Emplois & Economie|    Salaires, smic & revenu universel    | Valérie Pécresse|Convertir les RTT en salaire, sans limite et sans charges patronales, pour les salariés qui le souhaitent.|0||Programme|IFRAP|2022-03-14|2022-03-14
675| Emplois & Economie|    Salaires, smic & revenu universel    | Fabien Roussel|Chiffre clé 20% Augmentation du SMIC pour atteindre 1 800 euros bruts|1||Programme|IFRAP|2022-03-14|2022-03-14
676| Emplois & Economie|    Salaires, smic & revenu universel    | Fabien Roussel|Augmenter le SMIC à 1 923 euros bruts (1 500 euros net) et la loi imposera qu'aucune branche professionnelle ne puisse décider d'un seuil minimum inférieur au SMIC.|0||Programme|IFRAP|2022-03-14|2022-03-14
677| Emplois & Economie|    Salaires, smic & revenu universel    | Eric Zemmour |Augmenter le salaire net des travailleurs modestess jusqu'à plus de 100 euros par mois pour un travailleur au SMIC grâce à la baisse des impôts sociaux.|0||Programme|IFRAP|2022-03-14|2022-03-14
678| Emplois & Economie|    Salaires, smic & revenu universel    | Eric Zemmour |Revaloriser les salaires nets par la baisse de la CSG sur les bas salaires.|0||Programme|IFRAP|2022-03-14|2022-03-14
679| Finances publiques & Dette|    Dette & déficit    | Nathalie Arthaud |Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
680| Finances publiques & Dette|    Dette & déficit    | Nicolas  Dupont-Aignan|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
681| Finances publiques & Dette|    Dette & déficit    | Anne Hidalgo|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
682| Finances publiques & Dette|    Dette & déficit    | Yannick Jadot|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
683| Finances publiques & Dette|    Dette & déficit    | Jean Lassalle |Lancer un audit citoyen sur la dette.|0||Programme|IFRAP|2022-03-14|2022-03-14
684| Finances publiques & Dette|    Dette & déficit    | Marine Le Pen|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
685| Finances publiques & Dette|    Dette & déficit    | Emmanuel Macron|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
686| Finances publiques & Dette|    Dette & déficit    | Jean-Luc Mélenchon|Exiger de l’Union européenne que la Banque centrale européenne rachète les dettes publiques et les transforme en dettes perpétuelles à taux nul.|0||Programme|IFRAP|2022-03-14|2022-03-14
687| Finances publiques & Dette|    Dette & déficit    | Jean-Luc Mélenchon|Réaliser un audit citoyen de la dette publique pour déterminer la part illégitime et préparer un réaménagement négocié de la dette publique.|0||Programme|IFRAP|2022-03-14|2022-03-14
688| Finances publiques & Dette|    Dette & déficit    | Jean-Luc Mélenchon|Rétablir un circuit public du Trésor où les institutions bancaires ont obligation de déposer leur trésorerie, pour extraire l’État des marchés financiers et reprendre le contrôle sur les taux d’intérêt.|0||Programme|IFRAP|2022-03-14|2022-03-14
689| Finances publiques & Dette|    Dette & déficit    | Jean-Luc Mélenchon|Faire recheter par la BCE la dette publique qui circule sur les marchés financiers.|0||Programme|IFRAP|2022-03-14|2022-03-14
690| Finances publiques & Dette|    Dette & déficit    | Jean-Luc Mélenchon|Retirer la dette Covid des comptes de la Sécurité sociale.|0||Programme|IFRAP|2022-03-14|2022-03-14
691| Finances publiques & Dette|    Dette & déficit    | Philippe  Poutou |Annuler la dette et mettre les banques sous contrôle.|0||Programme|IFRAP|2022-03-14|2022-03-14
692| Finances publiques & Dette|    Dette & déficit    | Valérie Pécresse|Sur dix ans, ramener la dette dans des proportions plus supportables, vers 100 % du PIB.|0||Programme|IFRAP|2022-03-14|2022-03-14
693| Finances publiques & Dette|    Dette & déficit    | Valérie Pécresse|Repenser la règle des 3% de déficit public au niveau communautaire en sortant les dépenses liées à la défense et à la transition énergétique afin de combiner bonne gestion des finances publiques et capacité à réaliser des investissements d’avenir.|0||Programme|IFRAP|2022-03-14|2022-03-14
694| Finances publiques & Dette|    Dette & déficit    | Fabien Roussel|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
695| Finances publiques & Dette|    Dette & déficit    | Eric Zemmour |Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
696| Finances publiques & Dette|    Economies & hausses des dépenses    | Nathalie Arthaud |Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
697| Finances publiques & Dette|    Economies & hausses des dépenses    | Nicolas  Dupont-Aignan|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
698| Finances publiques & Dette|    Economies & hausses des dépenses    | Anne Hidalgo|Un Budget Climat et biodiversité fixera les programmations de réduction d’émission de CO2 et de décarbonation de la production d’énergie, et sera voté chaque fin d’année par le Parlement en même temps que les lois de finances et de financement de la Sécurité sociale. Il ouvrira les crédits d’investissements publics nécessaires pour décarboner notre économie (énergies renouvelables, mobilités, logement, etc.).|0||Programme|IFRAP|2022-03-14|2022-03-14
699| Finances publiques & Dette|    Economies & hausses des dépenses    | Yannick Jadot|Chiffre clé 50 milliardsDe hausses de dépenses publiques par an|1||Programme|IFRAP|2022-03-14|2022-03-14
700| Finances publiques & Dette|    Economies & hausses des dépenses    | Yannick Jadot|"50 milliards d'euros de dépenses publiques supplémentaires par an : ""Chaque euro sera conditionné au climat, à la justice sociale et à l'égalité femmes-hommes""."|0||Programme|IFRAP|2022-03-14|2022-03-14
701| Finances publiques & Dette|    Economies & hausses des dépenses    | Jean Lassalle |Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
702| Finances publiques & Dette|    Economies & hausses des dépenses    | Marine Le Pen|Programme d'économie : sur l'immigration à hauteur de 18 milliards d’euros ; sur la lutte contre la fraude : 15 milliards ; sur la contribution de la France à l'Union européenne.|0||Programme|IFRAP|2022-03-14|2022-03-14
703| Finances publiques & Dette|    Economies & hausses des dépenses    | Emmanuel Macron|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
704| Finances publiques & Dette|    Economies & hausses des dépenses    | Jean-Luc Mélenchon|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
705| Finances publiques & Dette|    Economies & hausses des dépenses    | Philippe  Poutou |Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
706| Finances publiques & Dette|    Economies & hausses des dépenses    | Valérie Pécresse|Chiffre clé 45 milliards D'euros d'économies|1||Programme|IFRAP|2022-03-14|2022-03-14
707| Finances publiques & Dette|    Economies & hausses des dépenses    | Valérie Pécresse|Dès mai 2022, lancer une Opération Vérité sur le « quoi qu’il en coûte » afin de dresser un audit financier rigoureux des dépenses et de la dette et d’arrêter les dépenses inefficaces.|0||Programme|IFRAP|2022-03-14|2022-03-14
708| Finances publiques & Dette|    Economies & hausses des dépenses    | Valérie Pécresse|Réaliser 45 milliards d’euros d’économies grâce à ces réformes et percevoir 15 milliards d’euros de recettes supplémentaires par la privatisation d’entreprises concurrentielles dans lesquelles l’État n’a pas vocation à être un actionnaire minoritaire.|0||Programme|IFRAP|2022-03-14|2022-03-14
709| Finances publiques & Dette|    Economies & hausses des dépenses    | Fabien Roussel|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
710| Finances publiques & Dette|    Economies & hausses des dépenses    | Eric Zemmour |Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
711| Finances publiques & Dette|    Privatisations/Nationalisations    | Nathalie Arthaud |Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
712| Finances publiques & Dette|    Privatisations/Nationalisations    | Nicolas  Dupont-Aignan|Renationalisation des autoroutes.|0||Programme|IFRAP|2022-03-14|2022-03-14
713| Finances publiques & Dette|    Privatisations/Nationalisations    | Anne Hidalgo|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
714| Finances publiques & Dette|    Privatisations/Nationalisations    | Yannick Jadot|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
715| Finances publiques & Dette|    Privatisations/Nationalisations    | Jean Lassalle |Nationaliser des entreprises clés pour l'économie par rachat de Bpifrance.|0||Programme|IFRAP|2022-03-14|2022-03-14
716| Finances publiques & Dette|    Privatisations/Nationalisations    | Marine Le Pen|Nationalisation des autoroutes : pour permettre de faire baisser de 10 à 15% les péages et un milliard et demi d’euros devraient également revenir dans le budget de l’Etat, pour permettre de financer une politique de réaménagement du territoire.|0||Programme|IFRAP|2022-03-14|2022-03-14
717| Finances publiques & Dette|    Privatisations/Nationalisations    | Marine Le Pen|Privatiser le service public audiovisuel, hors l’audiovisuel d’outre-mer et Arte.|0||Programme|IFRAP|2022-03-14|2022-03-14
718| Finances publiques & Dette|    Privatisations/Nationalisations    | Emmanuel Macron|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
